Model Prediction	Tags	Tokens
O	O	Asiatic
O	O	(
O	O	Indian
O	O	,
O	O	Chinese
O	O	)
O	O	populations
O	O	.
O	O	The
O	O	highest
O	O	allele
O	O	frequency
O	O	(
O	O	7
O	O	.
O	O	5
O	O	%
O	O	)
O	O	was
O	O	found
O	O	in
O	O	Swedes
O	O	.
O	O	Saamis
O	O	(
O	O	2
O	O	%
O	O	)
O	O	and
O	O	Mordvinians
O	O	(
O	O	1
O	O	.
O	O	8
O	O	%
O	O	)
O	O	had
O	O	significantly
O	O	lower
O	O	frequencies
O	O	of
O	O	the
O	O	Tyr
O	O	allele
O	O	.
O	O	Comparisons
O	O	with
O	O	allele
O	O	frequencies
O	O	based
O	O	on
O	O	prevalence
O	O	estimates
O	O	of
B	B	HH
O	O	showed
O	O	some
O	O	disagreements
O	O	with
O	O	the
O	O	RFLP
O	O	data
O	O	,
O	O	particularly
O	O	in
O	O	Finns
O	O	.
O	O	The
O	O	newly
O	O	described
O	O	HFE
O	O	marker
O	O	provides
O	O	a
O	O	new
O	O	approach
O	O	to
O	O	the
O	O	screening
O	O	of
B	B	HH
O	O	as
O	O	well
O	O	as
O	O	studies
O	O	of
O	O	the
O	O	relationship
O	O	between
O	O	the
O	O	HFE
O	O	Tyr
O	O	allele
O	O	and
O	O	different
O	O	disorders
O	O	including
B	B	cancer
B	B	Autosomal
O	I	dominant
B	I	neurohypophyseal
I	I	diabetes
I	I	insipidus
O	O	associated
O	O	with
O	O	a
O	O	missense
O	O	mutation
O	O	encoding
O	O	Gly23
O	O	-
O	O	-
O	O	>
O	O	Val
O	O	in
B	O	neurophysin
O	O	II
O	O	.
B	B	Autosomal
I	I	dominant
I	I	neurohypophyseal
I	I	diabetes
I	I	insipidus
O	O	(
B	B	ADNDI
O	O	)
O	O	is
O	O	an
B	B	inherited
I	I	disease
O	O	caused
O	O	by
O	O	progressive
B	O	degeneration
I	O	of
I	O	the
I	O	magnocellular
I	O	neurons
O	O	of
I	O	the
I	O	hypothalamus
O	O	leading
O	O	to
O	O	decreased
O	O	ability
O	O	to
O	O	produce
O	O	the
O	O	hormone
O	O	arginine
O	O	vasopressin
O	O	(
O	O	AVP
O	O	)
O	O	.
O	O	Affected
O	O	individuals
O	O	are
O	O	not
O	O	symptomatic
O	O	at
O	O	birth
O	O	,
O	O	but
O	O	usually
O	O	develop
B	B	diabetes
I	I	insipidus
O	O	at
O	O	1
O	O	-
O	O	6
O	O	yr
O	O	of
O	O	age
O	O	.
O	O	The
O	O	genetic
O	O	locus
O	O	of
O	O	the
O	O	disease
O	O	is
O	O	the
O	O	AVP
O	O	-
O	O	neurophysin
O	O	II
O	O	(
O	O	NPII
O	O	)
O	O	gene
O	O	,
O	O	and
O	O	mutations
O	O	that
O	O	cause
B	B	ADNDI
O	O	have
O	O	been
O	O	found
O	O	in
O	O	both
O	O	the
O	O	signal
O	O	peptide
O	O	of
O	O	the
O	O	prepro
O	O	-
O	O	AVP
O	O	-
O	O	NPII
O	O	precursor
O	O	and
O	O	within
O	O	NPII
O	O	itself
O	O	.
O	O	An
O	O	affected
O	O	girl
O	O	who
O	O	presented
O	O	at
O	O	9
O	O	months
O	O	of
O	O	age
O	O	and
O	O	her
O	O	similarly
O	O	affected
O	O	younger
O	O	brother
O	O	and
O	O	father
O	O	were
O	O	all
O	O	found
O	O	to
O	O	have
O	O	a
O	O	novel
O	O	missense
O	O	mutation
O	O	(
O	O	G1758
O	O	-
O	O	-
O	O	>
O	O	T
O	O	)
O	O	encoding
O	O	the
O	O	amino
O	O	acid
O	O	substitution
O	O	Gly23
O	O	-
O	O	-
O	O	>
O	O	Val
O	O	within
O	O	NPII
O	O	.
O	O	The
O	O	mutation
O	O	was
O	O	confirmed
O	O	by
O	O	restriction
O	O	endonuclease
O	O	analysis
O	O	.
O	O	A
O	O	T1
O	O	-
O	O	weighted
O	O	magnetic
O	O	resonance
O	O	imaging
O	O	of
O	O	the
O	O	fathers
I	O	pituitary
O	O	gland
O	O	demonstrates
O	O	an
O	O	attenuated
O	O	posterior
I	O	pituitary
O	O	bright
O	O	spot
O	O	.
O	O	This
O	O	mutation
O	O	may
O	O	be
O	O	valuable
O	O	for
O	O	developing
O	O	models
O	O	of
O	B	dominantly
O	I	inherited
B	I	neurodegeneration
O	O	,
O	O	as
O	O	the
O	O	early
O	O	age
O	O	of
O	O	onset
O	O	of
O	O	symptoms
O	O	suggests
O	O	that
O	O	this
O	O	mutation
O	O	may
O	O	be
O	O	particularly
O	O	deleterious
O	O	to
O	O	the
O	O	magnocellular
O	O	neuron
O	O	.
O	O	.
O	O	Frequent
O	O	inactivation
O	O	of
O	O	PTEN
O	O	/
O	O	MMAC1
O	O	in
B	O	primary
I	B	prostate
I	I	cancer
O	O	.
B	B	Sporadic
B	I	prostate
I	I	carcinoma
O	O	is
O	O	the
O	O	most
O	O	common
B	B	male
I	I	cancer
O	O	in
O	O	the
O	O	Western
O	O	world
O	O	,
O	O	yet
O	O	many
O	O	of
O	O	the
O	O	major
O	O	genetic
O	O	events
O	O	involved
O	O	in
O	O	the
O	O	progression
O	O	of
O	O	this
O	O	often
O	O	fatal
I	B	cancer
O	O	remain
O	O	to
O	O	be
O	O	elucidated
O	O	.
O	O	Numerous
O	O	cytogenetic
O	O	and
O	O	allelotype
O	O	studies
O	O	have
O	O	reported
O	O	frequent
O	O	loss
O	O	of
O	O	heterozygosity
O	O	on
O	O	chromosomal
O	O	arm
O	O	10q
O	O	in
B	B	sporadic
B	I	prostate
I	I	cancer
O	O	.
O	O	Deletion
O	O	mapping
O	O	studies
O	O	have
O	O	unambiguously
O	O	identified
O	O	a
O	O	region
O	O	of
O	O	chromosome
O	O	10q23
O	O	to
O	O	be
O	O	the
O	O	minimal
O	O	area
O	O	of
O	O	loss
O	O	.
O	O	A
O	O	new
B	B	tumor
O	O	suppressor
O	O	gene
O	O	,
O	O	PTEN
O	O	/
O	O	MMAC1
O	O	,
O	O	was
O	O	isolated
O	O	recently
O	O	at
O	O	this
O	O	region
O	O	of
O	O	chromosome
O	O	10q23
O	O	and
O	O	found
O	O	to
O	O	be
O	O	inactivated
O	O	by
O	O	mutation
O	O	in
O	O	three
B	B	prostate
I	I	cancer
O	O	cell
O	O	lines
O	O	.
O	O	We
O	O	screened
O	O	80
B	B	prostate
I	I	tumors
O	O	by
O	O	microsatellite
O	O	analysis
O	O	and
O	O	found
O	O	chromosome
O	O	10q23
O	O	to
O	O	be
O	O	deleted
O	O	in
O	O	23
O	O	cases
O	O	.
O	O	We
O	O	then
O	O	proceeded
O	O	with
O	O	sequence
O	O	analysis
O	O	of
O	O	the
O	O	entire
O	O	PTEN
O	O	/
O	O	MMAC1
O	O	coding
O	O	region
O	O	and
O	O	tested
O	O	for
O	O	homozygous
O	O	deletion
O	O	with
O	O	new
O	O	intragenic
O	O	markers
O	O	in
O	O	these
O	O	23
O	O	cases
O	O	with
O	O	10q23
O	O	loss
O	O	of
O	O	heterozygosity
O	O	.
O	O	The
O	O	identification
O	O	of
O	O	the
O	O	second
O	O	mutational
O	O	event
O	O	in
O	O	10
O	O	(
O	O	43
O	O	%
O	O	)
B	B	tumors
O	O	establishes
O	O	PTEN
O	O	/
O	O	MMAC1
O	O	as
O	O	a
O	O	main
O	O	inactivation
O	O	target
O	O	of
O	O	10q
O	O	loss
O	O	in
B	B	sporadic
B	I	prostate
I	I	cancer
O	O	.
O	O	.
O	O	Risk
O	O	reversals
O	O	in
O	O	predictive
O	O	testing
O	O	for
B	B	Huntington
I	I	disease
O	O	.
O	O	The
O	O	first
O	O	predictive
O	O	testing
O	O	for
B	B	Huntington
I	I	disease
O	O	(
B	B	HD
O	O	)
O	O	was
O	O	based
O	O	on
O	O	analysis
O	O	of
O	O	linked
O	O	polymorphic
O	O	DNA
O	O	markers
O	O	to
O	O	estimate
O	O	the
O	O	likelihood
O	O	of
O	O	inheriting
O	O	the
O	O	mutation
O	O	for
B	B	HD
O	O	.
O	O	Limits
O	O	to
O	O	accuracy
O	O	included
O	O	recombination
O	O	between
O	O	the
O	O	DNA
O	O	markers
O	O	and
O	O	the
O	O	mutation
O	O	,
O	O	pedigree
O	O	structure
O	O	,
O	O	and
O	O	whether
O	O	DNA
O	O	samples
O	O	were
O	O	available
O	O	from
O	O	family
O	O	members
O	O	.
O	O	With
O	O	direct
O	O	tests
O	O	for
O	O	the
B	B	HD
O	O	mutation
O	O	,
O	O	we
O	O	have
O	O	assessed
O	O	the
O	O	accuracy
O	O	of
O	O	results
O	O	obtained
O	O	by
O	O	linkage
O	O	approaches
O	O	when
O	O	requested
O	O	to
O	O	do
O	O	so
O	O	by
O	O	the
O	O	test
O	O	individuals
O	O	.
O	O	For
O	O	six
O	O	such
O	O	individuals
O	O	,
O	O	there
O	O	was
O	O	significant
O	O	disparity
O	O	between
O	O	the
O	O	tests
O	O	.
O	O	Three
O	O	went
O	O	from
O	O	a
O	O	decreased
O	O	risk
O	O	to
O	O	an
O	O	increased
O	O	risk
O	O	,
O	O	while
O	O	in
O	O	another
O	O	three
O	O	the
O	O	risk
O	O	was
O	O	decreased
O	O	.
O	O	Knowledge
O	O	of
O	O	the
O	O	potential
O	O	reasons
O	O	for
O	O	these
O	O	changes
O	O	in
O	O	results
O	O	and
O	O	impact
O	O	of
O	O	these
O	O	risk
O	O	reversals
O	O	on
O	O	both
O	O	patients
O	O	and
O	O	the
O	O	counseling
O	O	team
O	O	can
O	O	assist
O	O	in
O	O	the
O	O	development
O	O	of
O	O	strategies
O	O	for
O	O	the
O	O	prevention
O	O	and
O	O	,
O	O	where
O	O	necessary
O	O	,
O	O	management
O	O	of
O	O	a
O	O	risk
O	O	reversal
O	O	in
O	O	any
O	O	predictive
O	O	testing
O	O	program
O	O	.
O	O	.
O	O	A
O	O	novel
O	O	common
O	O	missense
O	O	mutation
O	O	G301C
O	O	in
O	O	the
O	O	N
O	O	-
O	O	acetylgalactosamine
O	O	-
O	O	6
O	O	-
O	O	sulfate
O	O	sulfatase
O	O	gene
O	O	in
B	B	mucopolysaccharidosis
I	I	IVA
O	O	.
B	B	Mucopolysaccharidosis
I	I	IVA
O	O	(
B	B	MPS
I	I	IVA
O	O	)
O	O	is
O	O	an
B	B	autosomal
I	I	recessive
I	I	lysosomal
I	I	storage
I	I	disorder
O	O	caused
O	O	by
O	O	a
B	B	genetic
O	I	defect
O	O	in
B	O	N
I	O	-
O	O	acetylgalactosamine
O	O	-
O	O	6
O	O	-
O	O	sulfate
O	O	sulfatase
O	O	(
B	O	GALNS
O	O	)
O	O	.
O	O	In
O	O	previous
O	O	studies
O	O	,
O	O	we
O	O	have
O	O	found
O	O	two
O	O	common
O	O	mutations
O	O	in
O	O	Caucasians
O	O	and
O	O	Japanese
O	O	,
O	O	respectively
O	O	.
O	O	To
O	O	characterize
O	O	the
O	O	mutational
O	O	spectrum
O	O	in
O	O	various
O	O	ethnic
O	O	groups
O	O	,
O	O	mutations
O	O	in
O	O	the
O	O	GALNS
O	O	gene
O	O	in
O	O	Colombian
B	B	MPS
I	I	IVA
O	O	patients
O	O	were
O	O	investigated
O	O	,
O	O	and
O	O	genetic
O	O	backgrounds
O	O	were
O	O	extensively
O	O	analyzed
O	O	to
O	O	identify
O	O	racial
O	O	origin
O	O	,
O	O	based
O	O	on
O	O	mitochondrial
O	O	DNA
O	O	(
O	O	mtDNA
O	O	)
O	O	lineages
O	O	.
O	O	Three
O	O	novel
O	O	missense
O	O	mutations
O	O	never
O	O	identified
O	O	previously
O	O	in
O	O	other
O	O	populations
O	O	and
O	O	found
O	O	in
O	O	16
O	O	out
O	O	of
O	O	19
O	O	Colombian
B	B	MPS
B	I	IVA
O	O	unrelated
O	O	alleles
O	O	account
O	O	for
O	O	84
O	O	.
O	O	2
O	O	%
O	O	of
O	O	the
O	O	alleles
O	O	in
O	O	this
O	O	study
O	O	.
O	O	The
O	O	G301C
O	O	and
O	O	S162F
O	O	mutations
O	O	account
O	O	for
O	O	68
O	O	.
O	O	4
O	O	%
O	O	and
O	O	10
O	O	.
O	O	5
O	O	%
O	O	of
O	O	mutations
O	O	,
O	O	respectively
O	O	,
O	O	whereas
O	O	the
O	O	remaining
O	O	F69V
O	O	is
O	O	limited
O	O	to
O	O	a
O	O	single
O	O	allele
O	O	.
O	O	The
O	O	skewed
O	O	prevalence
O	O	of
O	O	G301C
O	O	in
O	O	only
O	O	Colombian
O	O	patients
O	O	and
O	O	haplotype
O	O	analysis
O	O	by
O	O	restriction
O	O	fragment
O	O	length
O	O	polymorphisms
O	O	in
O	O	the
O	O	GALNS
O	O	gene
O	O	suggest
O	O	that
O	O	G301C
O	O	originated
O	O	from
O	O	a
O	O	common
O	O	ancestor
O	O	.
O	O	Investigation
O	O	of
O	O	the
O	O	genetic
O	O	background
O	O	by
O	O	means
O	O	of
O	O	mtDNA
O	O	lineages
O	O	indicate
O	O	that
O	O	all
O	O	our
O	O	patients
O	O	are
O	O	probably
O	O	of
O	O	native
O	O	American
O	O	descent
O	O	Low
O	O	frequency
O	O	of
O	O	BRCA1
O	O	germline
O	O	mutations
O	O	in
O	O	45
O	O	German
B	B	breast
I	I	/
I	I	ovarian
I	I	cancer
O	O	families
O	O	.
O	O	In
O	O	this
O	O	study
O	O	we
O	O	investigated
O	O	45
O	O	German
B	B	breast
I	I	/
I	I	ovarian
I	I	cancer
O	O	families
O	O	for
O	O	germline
O	O	mutations
O	O	in
O	O	the
O	O	BRCA1
O	O	gene
O	O	.
O	O	We
O	O	identified
O	O	four
O	O	germline
O	O	mutations
O	O	in
O	O	three
B	B	breast
I	I	cancer
O	O	families
O	O	and
O	O	in
O	O	one
B	B	breast
I	I	-
I	I	ovarian
I	I	cancer
O	O	family
O	O	.
O	O	among
O	O	these
O	O	were
O	O	one
O	O	frameshift
O	O	mutation
O	O	,
O	O	one
O	O	nonsense
O	O	mutation
O	O	,
O	O	one
O	O	novel
O	O	splice
O	O	site
O	O	mutation
O	O	,
O	O	and
O	O	one
O	O	missense
O	O	mutation
O	O	.
O	O	The
O	O	missense
O	O	mutation
O	O	was
O	O	also
O	O	found
O	O	in
O	O	2
O	O	.
O	O	8
O	O	%
O	O	of
O	O	the
O	O	general
O	O	population
O	O	,
O	O	suggesting
O	O	that
O	O	it
O	O	is
O	O	not
O	O	disease
O	O	associated
O	O	.
O	O	The
O	O	average
O	O	age
O	O	of
O	O	disease
O	O	onset
O	O	in
O	O	those
O	O	families
O	O	harbouring
O	O	causative
O	O	mutations
O	O	was
O	O	between
O	O	32
O	O	.
O	O	3
O	O	and
O	O	37
O	O	.
O	O	4
O	O	years
O	O	,
O	O	whereas
O	O	the
O	O	family
O	O	harbouring
O	O	the
O	O	missense
O	O	mutation
O	O	had
O	O	an
O	O	average
O	O	age
O	O	of
O	O	onset
O	O	of
O	O	51
O	O	.
O	O	2
O	O	years
O	O	.
O	O	These
O	O	findings
O	O	show
O	O	that
O	O	BRCA1
O	O	is
O	O	implicated
O	O	in
O	O	a
O	O	small
O	O	fraction
O	O	of
B	B	breast
I	I	/
I	I	ovarian
I	I	cancer
O	O	families
O	O	suggesting
O	O	the
O	O	involvement
O	O	of
O	O	another
O	O	susceptibility
O	O	gene
O	O	(
O	O	s
O	O	)
O	O	Paternal
O	O	transmission
O	O	of
B	B	congenital
I	I	myotonic
I	I	dystrophy
O	O	.
O	O	We
O	O	report
O	O	a
O	O	rare
O	O	case
O	O	of
O	O	paternally
O	O	transmitted
B	B	congenital
I	I	myotonic
I	I	dystrophy
O	O	(
B	B	DM
O	O	)
O	O	.
O	O	The
O	O	proband
O	O	is
O	O	a
O	O	23
O	O	year
O	O	old
O	O	,
B	B	mentally
I	I	retarded
O	O	male
O	O	who
O	O	suffers
O	O	severe
B	B	muscular
I	I	weakness
O	O	.
O	O	He
O	O	presented
O	O	with
B	O	respiratory
O	O	and
O	O	feeding
O	O	difficulties
O	O	at
O	O	birth
O	O	.
O	O	His
O	O	two
O	O	sibs
O	O	suffer
O	O	from
O	O	childhood
O	O	onset
B	B	DM
O	O	.
O	O	Their
O	O	late
O	O	father
O	O	had
O	O	the
O	O	adult
O	O	type
O	O	of
B	B	DM
O	O	,
O	O	with
O	O	onset
O	O	around
O	O	30
O	O	years
O	O	.
O	O	Only
O	O	six
O	O	other
O	O	cases
O	O	of
O	O	paternal
O	O	transmission
O	O	of
B	B	congenital
I	I	DM
O	O	have
O	O	been
O	O	reported
O	O	recently
O	O	.
O	O	We
O	O	review
O	O	the
O	O	sex
O	O	related
O	O	effects
O	O	on
O	O	transmission
O	O	of
B	B	congenital
I	I	DM
O	O	.
O	O	Decreased
O	O	fertility
O	O	of
O	O	males
O	O	with
O	O	adult
O	O	onset
B	B	DM
O	O	and
O	O	contraction
O	O	of
O	O	the
O	O	repeat
O	O	upon
O	O	male
O	O	transmission
O	O	contribute
O	O	to
O	O	the
O	O	almost
O	O	absent
O	O	occurrence
O	O	of
O	O	paternal
O	O	transmission
O	O	of
B	B	congenital
B	I	DM
O	O	.
O	O	Also
O	O	the
O	O	fathers
O	O	of
O	O	the
O	O	reported
B	O	congenitally
O	O	affected
O	O	children
O	O	showed
O	O	,
O	O	on
O	O	average
O	O	,
O	O	shorter
O	O	CTG
O	O	repeat
O	O	lengths
O	O	and
O	O	hence
O	O	less
O	O	severe
O	O	clinical
O	O	symptoms
O	O	than
O	O	the
O	O	mothers
O	O	of
O	O	children
O	O	with
B	B	congenital
B	I	DM
O	O	.
O	O	We
O	O	conclude
O	O	that
O	O	paternal
O	O	transmission
O	O	of
B	B	congenital
B	I	DM
O	O	is
O	O	rare
O	O	and
O	O	preferentially
O	O	occurs
O	O	with
O	O	onset
O	O	of
B	B	DM
O	O	past
O	O	30
O	O	years
O	O	in
O	O	the
O	O	father
O	O	.
O	O	.
O	O	The
O	O	RB1
O	O	gene
O	O	mutation
O	O	in
O	O	a
O	O	child
O	O	with
B	B	ectopic
I	I	intracranial
I	I	retinoblastoma
O	O	.
O	O	The
O	O	RB1
O	O	gene
O	O	mutation
O	O	was
O	O	investigated
O	O	in
O	O	a
O	O	child
O	O	with
B	B	ectopic
I	I	intracranial
I	I	retinoblastoma
O	O	using
O	O	DNA
O	O	obtained
O	O	from
O	O	both
O	O	the
B	B	pineal
I	I	and
I	I	retinal
I	I	tumours
O	O	of
O	O	the
O	O	patient
O	O	.
O	O	A
O	O	nonsense
O	O	mutation
O	O	in
O	O	exon
O	O	17
O	O	(
O	O	codon
O	O	556
O	O	)
O	O	of
O	O	the
O	O	RB1
O	O	gene
O	O	was
O	O	found
O	O	to
O	O	be
O	O	present
O	O	homozygously
O	O	in
O	O	both
O	O	the
O	B	retinal
O	I	and
O	I	the
B	I	pineal
I	I	tumours
O	O	.
O	O	The
O	O	same
O	O	mutation
O	O	was
O	O	present
O	O	heterozygously
O	O	in
O	O	the
O	O	DNA
O	O	from
O	O	the
O	O	constitutional
O	O	cells
O	O	of
O	O	the
O	O	patient
O	O	,
O	O	proving
O	O	it
O	O	to
O	O	be
O	O	of
O	O	germline
O	O	origin
O	O	.
O	O	The
O	O	initial
O	O	mutation
O	O	was
O	O	shown
O	O	to
O	O	have
O	O	occurred
O	O	in
O	O	the
O	O	paternally
O	O	derived
O	O	RB1
O	O	allele
O	O	.
O	O	The
O	O	mutation
O	O	is
O	O	in
O	O	an
O	O	area
O	O	of
O	O	the
O	O	gene
O	O	that
O	O	encodes
O	O	the
O	O	protein
O	O	-
O	O	binding
O	O	region
O	O	known
O	O	as
O	O	the
O	O	pocket
O	O	region
O	O	and
O	O	has
O	O	been
O	O	detected
O	O	in
O	O	other
O	O	cases
O	O	of
B	B	retinoblastoma
O	O	.
O	O	.
O	O	Low
O	O	levels
O	O	of
O	O	beta
O	O	hexosaminidase
O	O	A
O	O	in
O	O	healthy
O	O	individuals
O	O	with
O	O	apparent
B	O	deficiency
O	O	of
O	O	this
O	O	enzyme
O	O	.
O	O	Appreciable
O	O	beta
O	O	hexosaminidase
O	O	A
O	O	(
O	O	hex
O	O	A
O	O	)
O	O	activity
O	O	has
O	O	been
O	O	detected
O	O	in
O	O	cultured
O	O	skin
O	O	fibroblasts
O	O	and
B	B	melanoma
O	O	tissue
O	O	from
O	O	healthy
O	O	individuals
O	O	previously
O	O	reported
O	O	as
O	O	having
B	B	deficiency
I	I	of
I	I	hex
I	I	A
O	O	activity
O	O	indistinguishable
O	O	from
O	O	that
O	O	of
O	O	patients
O	O	with
B	B	Tay
I	I	-
I	I	Sachs
I	I	disease
O	O	(
B	B	TSD
O	O	)
O	O	.
O	O	Identification
O	O	and
O	O	quantitation
O	O	of
O	O	hex
O	O	A
O	O	,
O	O	amounting
O	O	to
O	O	3
O	O	.
O	O	5
O	O	%
O	O	-
O	O	6
O	O	.
O	O	9
O	O	%
O	O	of
O	O	total
O	O	beta
O	O	hexosaminidase
O	O	activity
O	O	,
O	O	has
O	O	been
O	O	obtained
O	O	by
O	O	cellulose
O	O	acetate
O	O	gel
O	O	electrophoresis
O	O	,
O	O	DEAE
O	O	-
O	O	cellulose
O	O	ion
O	O	-
O	O	exchange
O	O	chromatography
O	O	,
O	O	radial
O	O	immunodiffusion
O	O	,
O	O	and
O	O	radioimmunoassay
O	O	.
O	O	Previous
O	O	family
O	O	studies
O	O	suggested
O	O	that
O	O	these
O	O	individuals
O	O	may
O	O	be
O	O	compound
O	O	heterozygotes
O	O	for
O	O	the
O	O	common
O	O	mutant
B	B	TSD
O	O	gene
O	O	and
O	O	a
O	O	rare
O	O	(
O	O	allelic
O	O	)
O	O	mutant
O	O	gene
O	O	.
O	O	Thus
O	O	,
O	O	the
O	O	postulated
O	O	rate
O	O	mutant
O	O	gene
O	O	appears
O	O	to
O	O	code
O	O	for
O	O	the
O	O	expression
O	O	of
O	O	low
O	O	amounts
O	O	of
O	O	hex
O	O	A
O	O	.
O	O	Heterozygotes
O	O	for
O	O	the
O	O	rare
O	O	mutant
O	O	may
O	O	be
O	O	indistinguishable
O	O	from
O	O	heterozygotes
O	O	for
O	O	the
O	O	common
B	B	TSD
O	O	mutant
O	O	.
O	O	However
O	O	,
O	O	direct
O	O	visualization
O	O	and
O	O	quantitation
O	O	of
O	O	hex
O	O	A
O	O	by
O	O	the
O	O	methods
O	O	described
O	O	may
O	O	prevent
O	O	false
O	O	-
O	O	positive
O	O	prenatal
O	O	diagnosis
O	O	of
B	B	TSD
O	O	in
O	O	fetuses
O	O	having
O	O	the
O	O	incomplete
B	B	hex
I	I	A
I	I	deficiency
I	O	of
O	O	the
O	O	type
O	O	described
O	O	in
O	O	the
O	O	four
O	O	healthy
O	O	individuals
O	O	The
B	B	tumor
O	O	suppressor
O	O	gene
O	O	Smad4
O	O	/
O	O	Dpc4
O	O	is
O	O	required
O	O	for
O	O	gastrulation
O	O	and
O	O	later
O	O	for
O	O	anterior
O	O	development
O	O	of
O	O	the
O	O	mouse
O	O	embryo
O	O	.
O	O	Mutations
O	O	in
O	O	the
O	O	SMAD4
O	O	/
O	O	DPC4
O	B	tumor
O	O	suppressor
O	O	gene
O	O	,
O	O	a
O	O	key
O	O	signal
O	O	transducer
O	O	in
O	O	most
O	O	TGFbeta
O	O	-
O	O	related
O	O	pathways
O	O	,
O	O	are
O	O	involved
O	O	in
O	O	50
O	O	%
O	O	of
B	B	pancreatic
I	I	cancers
O	O	.
O	O	Homozygous
O	O	Smad4
O	O	mutant
O	O	mice
O	O	die
O	O	before
O	O	day
O	O	7
O	O	.
O	O	5
O	O	of
O	O	embryogenesis
O	O	.
O	O	Mutant
O	O	embryos
O	O	have
O	O	reduced
O	O	size
O	O	,
O	O	fail
O	O	to
O	O	gastrulate
O	O	or
O	O	express
O	O	a
O	O	mesodermal
O	O	marker
O	O	,
O	O	and
O	O	show
O	O	abnormal
O	O	visceral
O	O	endoderm
O	O	development
O	O	.
B	B	Growth
I	I	retardation
O	O	of
O	O	the
B	O	Smad4
I	O	-
I	O	deficient
O	O	embryos
O	O	results
O	O	from
O	O	reduced
O	O	cell
O	O	proliferation
O	O	rather
O	O	than
O	O	increased
O	O	apoptosis
O	O	.
O	O	Aggregation
O	O	of
O	O	mutant
O	O	Smad4
O	O	ES
O	O	cells
O	O	with
O	O	wild
O	O	-
O	O	type
O	O	tetraploid
O	O	morulae
O	O	rescues
O	O	the
O	B	gastrulation
O	I	defect
O	O	.
O	O	These
O	O	results
O	O	indicate
O	O	that
O	O	Smad4
O	O	is
O	O	initially
O	O	required
O	O	for
O	O	the
O	O	differentiation
O	O	of
O	O	the
O	O	visceral
O	O	endoderm
O	O	and
O	O	that
O	O	the
O	B	gastrulation
O	I	defect
O	O	in
O	O	the
O	O	epiblast
O	O	is
O	O	secondary
O	O	and
O	O	non
O	O	-
O	O	cell
O	O	autonomous
O	O	.
O	O	Rescued
O	O	embryos
O	O	show
O	O	severe
O	O	anterior
O	O	truncations
O	O	,
O	O	indicating
O	O	a
O	O	second
O	O	important
O	O	role
O	O	for
O	O	Smad4
O	O	in
O	O	anterior
O	O	patterning
O	O	during
O	O	embryogenesis
O	O	.
O	O	Prevalence
O	O	of
O	O	p16
O	O	and
O	O	CDK4
O	O	germline
O	O	mutations
O	O	in
O	O	48
B	B	melanoma
O	O	-
O	O	prone
O	O	families
O	O	in
O	O	France
O	O	.
O	O	The
O	O	French
B	B	Familial
I	I	Melanoma
O	O	Study
O	O	Group
O	O	.
O	O	Germline
O	O	mutations
O	O	in
O	O	the
O	O	p16
O	O	and
O	O	CDK4
O	O	genes
O	O	have
O	O	been
O	O	reported
O	O	in
O	O	a
O	O	subset
O	O	of
B	B	melanoma
O	O	pedigrees
O	O	,
O	O	but
O	O	their
O	O	prevalence
O	O	is
O	O	not
O	O	well
O	O	known
O	O	.
O	O	We
O	O	searched
O	O	for
O	O	such
O	O	germline
O	O	mutations
O	O	in
O	O	48
O	O	French
B	B	melanoma
I	O	-
O	O	prone
O	O	families
O	O	selected
O	O	according
O	O	to
O	O	two
O	O	major
O	O	criteria
O	O	families
O	O	with
O	O	at
O	O	least
O	O	three
O	O	affected
O	O	members
O	O	(
O	O	n
O	O	=
O	O	20
O	O	)
O	O	or
O	O	families
O	O	with
O	O	two
O	O	affected
O	O	members
O	O	,
O	O	one
O	O	of
O	O	them
O	O	affected
O	O	before
O	O	the
O	O	age
O	O	of
O	O	50
O	O	(
O	O	n
O	O	=
O	O	28
O	O	)
O	O	,
O	O	and
O	O	one
O	O	additional
O	O	minor
O	O	criterion
O	O	.
O	O	Sixteen
O	O	different
O	O	p16
O	O	germline
O	O	mutations
O	O	were
O	O	found
O	O	in
O	O	21
O	O	families
O	O	,
O	O	while
O	O	one
O	O	germline
O	O	mutation
O	O	,
O	O	Arg24His
O	O	,
O	O	was
O	O	detected
O	O	in
O	O	the
O	O	CDK4
O	O	gene
O	O	.
O	O	The
O	O	frequency
O	O	of
O	O	p16
O	O	gene
O	O	mutation
O	O	in
O	O	our
O	O	sample
O	O	(
O	O	44
O	O	%
O	O	)
O	O	is
O	O	among
O	O	the
O	O	highest
O	O	rates
O	O	yet
O	O	reported
O	O	and
O	O	the
O	O	CDK4
O	O	mutation
O	O	is
O	O	the
O	O	second
O	O	mutation
O	O	detected
O	O	in
O	O	this
O	O	gene
O	O	worldwide
O	O	.
O	O	In
O	O	summary
O	O	,
O	O	our
O	O	results
O	O	show
O	O	frequent
O	O	involvement
O	O	of
O	O	the
O	O	p16
O	O	gene
O	O	in
B	B	familial
I	I	melanoma
O	O	and
O	O	confirm
O	O	the
O	O	role
O	O	of
O	O	the
O	O	CDK4
O	O	gene
O	O	as
O	O	a
B	B	melanoma
O	O	-
O	O	predisposing
O	O	gene
O	O	.
O	O	.
O	O	Progression
O	O	of
O	O	somatic
O	O	CTG
O	O	repeat
O	O	length
O	O	heterogeneity
O	O	in
